name,address,zip,city,state,paid id,longitude,latitude,neighborhood,regionid
I-10-West Belt Storage,10928 Day Road Houston TX 77043-4902,77043-4902,Houston,TX,,-95.570845,29.788,Spring Branch,275513
Incubator Self Sufficiency Grooup,9600 Long Point Road Houston TX 77055-4266,77055-4266,Houston,TX,,-95.529205,29.796365,Spring Branch,275513
Landrys Warehouse,7310 Old Katy Road Houston TX 77024-2116,77024-2116,Houston,TX,,-95.453687,29.7841,Spring Branch,275513
Shadowdale Rv & Boat Storage,1140 Lumpkin Road Houston TX 77043-5104,77043-5104,Houston,TX,,-95.560199,29.786948,Spring Branch,275513
Upland Storage,1110 Upland Drive Houston TX 77043-4716,77043-4716,Houston,TX,,-95.5765,29.785296,Spring Branch,275513
Burris Transfer & Storage CO Inc,1289 North Post Oak Road Houston TX 77055-7267,77055-7267,Houston,TX,,-95.457099,29.792363,Spring Branch,275513
Thomas Transfer & Storage Inc,1255 West Loop N Houston TX 77055,77055,Houston,TX,,-95.452202,29.790457,Spring Branch,275513
Aa Self & Boat Storage,9021 Ruland Road Houston TX 77055-4611,77055-4611,Houston,TX,,-95.511063,29.798324,Spring Branch,275513
Aa Self & Boat Storage,I-10 At Blalock Houston TX 77001,77001,Houston,TX,,-95.52125,29.7841,Spring Branch,275513
National Self Storage,9805 Katy Fwy Houston TX 77024,77024,Houston,TX,,-95.536041,29.783831,Spring Branch,275513
National Self Storage,9805 Katy Fwy Houston TX 77024-1201,77024-1201,Houston,TX,,-95.536099,29.7838,Spring Branch,275513
Us Storage Rental Spaces,10100 Old Katy Road Houston TX 77043-5207,77043-5207,Houston,TX,64004,-95.5441,29.784999,Spring Branch,275513
Private Mini Storage,11010 Old Katy Road Houston TX 77043-4722,77043-4722,Houston,TX,,-95.574499,29.7851,Spring Branch,275513
Private Mini Storage,7825 Katy Freeway Houston TX 77024-2005,77024-2005,Houston,TX,,-95.472586,29.783644,Spring Branch,275513
Memorial City Storage,1045 Gessner Rd Houston TX 77043,77043,Houston,TX,64004,-95.544137,29.785922,Spring Branch,275513
Uncle Bob's Self Storage,10114 Katy Fwy Houston TX 77043,77043,Houston,TX,50619,-95.546362,29.785231,Spring Branch,275513
Old Richmond Auto Storage,13331 Old Richmond Road Houston TX 77083-6404,77083-6404,Houston,TX,,-95.61723,29.6754,Sugarland,275603
Alief Westwood Storage,9219 Boone Road Houston TX 77099-2037,77099-2037,Houston,TX,,-95.574499,29.678632,Sugarland,275603
Chief Rv & Boat Storage,10411 Windsor Lane Houston TX 77031-3708,77031-3708,Houston,TX,,-95.560293,29.643393,Sugarland,275603
24 Hour Self Storage,10430 S Kirkwood Road Houston TX 77099-5001,77099-5001,Houston,TX,62714,-95.58616,29.662893,Sugarland,275603
O L Services,10217 Club Creek Houston TX 77036,77036,Houston,TX,,-95.552306,29.68709,Sugarland,275603
Savoy Storage and Staging,9304 South Kirkwood Road Houston TX 77099-1930,77099-1930,Houston,TX,,-95.587499,29.678255,Sugarland,275603
Private Mini Storage,10811 Bissonnet Street Houston TX 77099-2167,77099-2167,Houston,TX,,-95.568782,29.674029,Sugarland,275603
Private Mini Storage,10515 Southwest Fwy Houston TX 77074,77074,Houston,TX,,-95.552696,29.66522,Sugarland,275603
Private Mini Storage,10650 Southwest Plaza Court Ofc Houston TX 77074-1125,77074-1125,Houston,TX,,-95.551082,29.663849,Sugarland,275603
Storage Choice - Stafford,10430 S Kirkwood Rd Houston TX 77099,77099,Houston,TX,62714,-95.585668,29.662646,Sugarland,275603
West Bellfort Self Storage,9831 W Bellfort St Houston TX 77031,77031,Houston,TX,64797,-95.55209,29.652139,Sugarland,275603
Uncle Bob's Self Storage,8450 Cook Rd Houston TX 77072,77072,Houston,TX,50672,-95.596001,29.685609,Sugarland,275603
Uncle Bob's Self Storage,8801 Boone Rd Houston TX 77099,77099,Houston,TX,50671,-95.574413,29.682392,Sugarland,275603
Thomas Chin & Company,11750 Bellaire Boulevard Houston TX 77072-2452,77072-2452,Houston,TX,,-95.585498,29.7038,Sugarland,275603
Crabb River Road Mini Storage,6830 Wilcrest Drive Houston TX 77072-2602,77072-2602,Houston,TX,,-95.57129,29.703506,Sugarland,275603
U-Stuf-It A,12220 Beechnut Street Houston TX 77072-4832,77072-4832,Houston,TX,,-95.593108,29.689002,Sugarland,275603
Private Mini Storage - Main Office,10575 Westoffice Drive Houston TX 77042-5310,77042-5310,Houston,TX,,-95.553711,29.720324,Sugarland,275603
Allsize Storage Kings,12455 Westpark Dr Houston TX 77082-5528,77082-5528,Houston,TX,28355,-95.602517,29.723834,Sugarland,275603
U.Store.It,11702 Beechnut St Houston TX 77072,77072,Houston,TX,63260,-95.584805,29.68896,Sugarland,275603
U.Store.It,7001 Synott Road Houston TX 77083,77083,Houston,TX,63264,-95.614639,29.70127,Sugarland,275603
Security Self Storage - Beltway 8,9740 Stroud Dr Houston TX 77036,77036,Houston,TX,64160,-95.553055,29.700565,Sugarland,275603
Stor-It Beechnut,10220 Beechnut St Houston TX 77072,77072,Houston,TX,64009,-95.562199,29.690192,Sugarland,275603
Uncle Bob's Self Storage,9951 Harwin Dr Houston TX 77036,77036,Houston,TX,50673,-95.538083,29.717591,Sugarland,275603
U-Store-It Beechnut Street,11702 Beechnut Street Houston TX 77072,77072,Houston,TX,63260,-95.584052,29.68945,Sugarland,275603
U-Store-It Synott Road,7001 Synott Road Houston TX 77083,77083,Houston,TX,63264,-95.614626,29.699773,Sugarland,275603
Eldridge Self Storage,2310 Eldridge Parkway South Houston TX 77077-5254,77077-5254,Houston,TX,,-95.623599,29.738297,West Houston,275971
I-10-West Belt Storage,10928 Day Road Houston TX 77043-4902,77043-4902,Houston,TX,,-95.570845,29.788,West Houston,275971
Shadowdale Rv & Boat Storage,1140 Lumpkin Road Houston TX 77043-5104,77043-5104,Houston,TX,,-95.560199,29.786948,West Houston,275971
Upland Storage,1110 Upland Drive Houston TX 77043-4716,77043-4716,Houston,TX,,-95.5765,29.785296,West Houston,275971
Thomas & Lewin,810 Highway 6 South Houston TX 77079-4025,77079-4025,Houston,TX,,-95.643879,29.775043,West Houston,275971
24 Hour Self Storage,12565 Richmond Avenue Houston TX 77082-2487,77082-2487,Houston,TX,,-95.606537,29.7297,West Houston,275971
South HWY Six Storage Inc,3535 Highway 6 South Houston TX 77082-4203,77082-4203,Houston,TX,,-95.644199,29.719406,West Houston,275971
Camden West Oaks,2400 Briarwest Boulevard Houston TX 77077-5608,77077-5608,Houston,TX,,-95.614069,29.738959,West Houston,275971
Care Net West Oaks,13155 Westheimer Suite 135 Houston TX 77077,77077,Houston,TX,,-95.621191,29.73578,West Houston,275971
Sansone's West Oaks Bar,14144 Westheimer Road Houston TX 77077-5303,77077-5303,Houston,TX,,-95.638536,29.735705,West Houston,275971
Storaway,1435 Silverado Drive Houston TX 77077-2313,77077-2313,Houston,TX,65230,-95.609841,29.756017,West Houston,275971
Stor-A-Way,2010 Wilcrest Drive Houston TX 77042-2640,77042-2640,Houston,TX,65225,-95.572099,29.746455,West Houston,275971
E A Seng & Co,14207 Townshire Drive Houston TX 77077-1800,77077-1800,Houston,TX,,-95.636051,29.7603,West Houston,275971
All Weather Storage,12690 Whittington Drive Houston TX 77077-4700,77077-4700,Houston,TX,65051,-95.609221,29.746107,West Houston,275971
Space Plus Self-Storage,13200 Memorial Drive Houston TX 77079-3518,77079-3518,Houston,TX,,-95.572899,29.7726,West Houston,275971
Memorial Mini Storage,1101 Tully Road Houston TX 77079-3005,77079-3005,Houston,TX,,-95.602299,29.782619,West Houston,275971
Us Storage Rental Spaces,12711 Westheimer Road Houston TX 77077-5709,77077-5709,Houston,TX,65223,-95.607454,29.7361,West Houston,275971
Private Mini Storage,3045 Morris Rd Houston TX 77002,77002,Houston,TX,,-95.604248,29.78734,West Houston,275971
Private Mini Storage,11010 Old Katy Road Houston TX 77043-4722,77043-4722,Houston,TX,,-95.574499,29.7851,West Houston,275971
Climate Controlled Storage,2890 W Sam Houston Pkwy S Houston TX 77042,77042,Houston,TX,,-95.558395,29.735067,West Houston,275971
Private Mini Storage,2415 S Dairy Ashford Street Houston TX 77077-5715,77077-5715,Houston,TX,,-95.605799,29.738459,West Houston,275971
Allsize Storage Kings,12455 Westpark Dr Houston TX 77082-5528,77082-5528,Houston,TX,28355,-95.602517,29.723834,West Houston,275971
Four Seasons - Westchase/Richmond Avenue,12555 Richmond Ave Houston TX 77082,77082,Houston,TX,63864,-95.60426,29.729686,West Houston,275971
Security Self Storage - Dairy Ashford,1611 S Dairy Ashford Rd Houston TX 77077,77077,Houston,TX,64165,-95.605966,29.750902,West Houston,275971
Uncle Bob's Self Storage,3800 Highway 6 S Houston TX 77082,77082,Houston,TX,50686,-95.644527,29.716396,West Houston,275971
1st American Storage - All Weather,12690 Whittington Dr Houston TX 77077,77077,Houston,TX,65051,-95.60871,29.74663,West Houston,275971
Stor-A-Way - Silverado,1435 Silverado Drive Houston TX 77077,77077,Houston,TX,65230,-95.609488,29.754509,West Houston,275971
Stor-A-Way - Wilcrest,2010 Wilcrest Drive Houston TX 77042,77042,Houston,TX,65225,-95.573029,29.746208,West Houston,275971
U.S. Storage - Westheimer,12711 Westheimer Road Houston TX 77077,77077,Houston,TX,65223,-95.605796,29.738029,West Houston,275971
Safe & Secure Self Storage,8500 South Hulen Street Fort Worth TX 76123-2741,76123-2741,Fort Worth,TX,,-97.388599,32.618999,Wedgwood,275940
Mira Vista Self Storage,5600 Bryant Irvin Road Fort Worth TX 76132-4034,76132-4034,Fort Worth,TX,62718,-97.419687,32.667842,Wedgwood,275940
McCart Self Storage,6909 McCart Avenue Fort Worth TX 76133-6364,76133-6364,Fort Worth,TX,,-97.369535,32.642431,Wedgwood,275940
American U-Stor Self Storage,6129 Vega Drive Fort Worth TX 76133-2974,76133-2974,Fort Worth,TX,,-97.370763,32.654138,Wedgwood,275940
Alamo Self Storage,7600 McCart Avenue Fort Worth TX 76133-7803,76133-7803,Fort Worth,TX,,-97.369899,32.63288,Wedgwood,275940
Security Self Storage Fort Worth,3030 Sycamore School Road Fort Worth TX 76133-7771,76133-7771,Fort Worth,TX,64196,-97.364144,32.634999,Wedgwood,275940
Boyle-Ft Worth LP,5666 Southwest Loop 820 Fort Worth TX 76132-1866,76132-1866,Fort Worth,TX,,-97.410983,32.684208,Wedgwood,275940
Storage Depot,3351 Altamesa Boulevard Fort Worth TX 76133-8746,76133-8746,Fort Worth,TX,65189,-97.365663,32.649475,Wedgwood,275940
Sunbelt Self Storage X Ltd,5900 Bryant Irvin Rd Fort Worth TX 76102,76102,Fort Worth,TX,,-97.421684,32.663517,Wedgwood,275940
U-Stor-It,3200 W Bolt Street Fort Worth TX 76110-5814,76110-5814,Fort Worth,TX,,-97.362147,32.6893,Wedgwood,275940
Security Self Storage - Sycamore,3030 Sycamore School Rd Fort Worth TX 76133,76133,Fort Worth,TX,64196,-97.364122,32.634994,Wedgwood,275940
Storage Choice - Mira Vista,5600 Bryant Irvin Rd Fort Worth TX 76132,76132,Fort Worth,TX,62718,-97.42123,32.667964,Wedgwood,275940
Watson & Taylor Self Storage - Sycamore,3901 Sycamore School Rd Fort Worth TX 76133,76133,Fort Worth,TX,64682,-97.378312,32.634119,Wedgwood,275940
Uncle Bob's Self Storage,6050 Granbury Rd Fort Worth TX 76133,76133,Fort Worth,TX,50743,-97.396556,32.662214,Wedgwood,275940
Storage Depot of Alta Mesa,3351 Altamesa Blvd Fort Worth TX 76133,76133,Fort Worth,TX,65189,-97.36399,32.648002,Wedgwood,275940
Camp Bowie Self Storage,6471 Camp Bowie Boulevard Fort Worth TX 76116-4336,76116-4336,Fort Worth,TX,,-97.425866,32.7243,Western Hills-Ridglea,276013
Dyncorp,6500 West Freeway Suite 600 Fort Worth TX 76116,76116,Fort Worth,TX,,-97.4336,32.735038,Western Hills-Ridglea,276013
DFW Self Storage,9250 N Normandale St Fort Worth TX 76116-2761,76116-2761,Fort Worth,TX,28229,-97.478521,32.733455,Western Hills-Ridglea,276013
Extra Space Storage,990 TX-183 Fort Worth TX 76116,76116,Fort Worth,TX,69215,-97.440443,32.743265,Western Hills-Ridglea,276013
Camp Bowie Self Storage,6471 Camp Bowie Blvd Fort Worth TX 76116,76116,Fort Worth,TX,28619,-97.425702,32.724224,Western Hills-Ridglea,276013
Metro Self Storage - Fort Worth,8717 W Freeway Fort Worth TX 76116,76116,Fort Worth,TX,63038,-97.468565,32.737674,Western Hills-Ridglea,276013
Extra Space Storage,990 Alta Mere Dr Fort Worth TX 76116,76116,Fort Worth,TX,69215,-97.433424,32.75059,Western Hills-Ridglea,276013
U-Stor Vickery,7111 West Vickery Boulevard Fort Worth TX 76116-9036,76116-9036,Fort Worth,TX,,-97.437493,32.699399,Western Hills-Ridglea,276013
Benbrook Manor Mini-Storage,4635 Williams Road Benbrook TX 76116-8800,76116-8800,Benbrook,TX,,-97.452787,32.707155,Western Hills-Ridglea,276013
D H P Space Center,7121 West Vickery Boulevard Benbrook TX 76116-9054,76116-9054,Benbrook,TX,,-97.437699,32.699399,Western Hills-Ridglea,276013
Sunbelt Self Storage Iii Limited,6162 Southwest Boulevard Benbrook TX 76109-3987,76109-3987,Benbrook,TX,,-97.414828,32.690553,Western Hills-Ridglea,276013
Axcess Self Storage,4341 South Congress Avenue Austin TX 78745-1105,78745-1105,Austin,TX,64334,-97.766455,30.218866,East Congress,271361
St Elmo Self Storage,405 East Saint Elmo Road Austin TX 78745-1221,78745-1221,Austin,TX,,-97.76325,30.215577,East Congress,271361
Storage Kings Self Storage - South Congress,4515 South Congress Avenue Austin TX 78745-1907,78745-1907,Austin,TX,28356,-97.768083,30.216345,East Congress,271361
Cheap Self Storage,4500 South Congress Avenue Austin TX 78745-1908,78745-1908,Austin,TX,,-97.767981,30.216509,East Congress,271361
South Austin Self Storage,5405 Wasson Road Austin TX 78745-3215,78745-3215,Austin,TX,,-97.772628,30.206871,East Congress,271361
Austins Finest Self Storage,405 E Ben White Boulevard Austin TX 78704-7305,78704-7305,Austin,TX,26012,-97.76024,30.220478,East Congress,271361
Lone Star Self Storage,403 E Ben White Boulevard Austin TX 78704-7305,78704-7305,Austin,TX,,-97.760272,30.220494,East Congress,271361
Cheap Moving Truck Rentals,4500 South Congress Avenue Austin TX 78745-1908,78745-1908,Austin,TX,,-97.767981,30.216509,East Congress,271361
Ben White Mini Storage,405 E Ben White Blvd Austin TX 78704-7305,78704-7305,Austin,TX,26012,-97.760195,30.220471,East Congress,271361
U.Store.It,610 E. Stassney Lane Austin TX 78745,78745,Austin,TX,63542,-97.770166,30.201765,East Congress,271361
Ben White Mini Storage,405 E Ben White Blvd Austin TX 78704,78704,Austin,TX,26012,-97.759975,30.220216,East Congress,271361
Storage Kings of South Congress,4515 S Congress Ave Austin TX 78745,78745,Austin,TX,28356,-97.767876,30.216382,East Congress,271361
U-Store-It East Stassney Lane,610 East Stassney Lane Austin TX 78745,78745,Austin,TX,63542,-97.769204,30.20158,East Congress,271361
Carlson Self Storage,4714 Nuckols Crossing Road Austin TX 78744-2071,78744-2071,Austin,TX,25606,-97.735447,30.198622,Franklin Park,271391
Carlson Self Storage,4714 Nuckols Crossing Rd Austin TX 78744,78744,Austin,TX,25606,-97.735691,30.198566,Franklin Park,271391
Allied Van Lines Agents,2601 Southwest Fwy Houston TX 77098,77098,Houston,TX,,-95.41906,29.730209,West University,275995
Extra Space Storage,8600 S Main St Houston TX 77025,77025,Houston,TX,69191,-95.41783,29.690438,West University,275995
Westpark Dr Mini City Self Storage,9000 Westpark Drive Houston TX 77063-5522,77063-5522,Houston,TX,,-95.521792,29.721373,Westchase,271637
Mini-Quick Storing Co,8701 Meadowcroft Drive Houston TX 77063-5006,77063-5006,Houston,TX,,-95.516558,29.7318,Westchase,271637
3 Men Movers,6853 Southwest Houston TX 77074,77074,Houston,TX,,-95.504496,29.712109,Westchase,271637
American Three Men Moving Company,8630 Lipan Road Houston TX 77063-5802,77063-5802,Houston,TX,,-95.514847,29.7239,Westchase,271637
National Self Storage,9333 Westheimer Rd Houston TX 77063-3411,77063-3411,Houston,TX,63847,-95.528088,29.7373,Westchase,271637
American Auto Storage,8747 Schumacher Lane Houston TX 77063-5620,77063-5620,Houston,TX,,-95.518081,29.728152,Westchase,271637
American Auto Storage,8715 Meadowcroft Drive Houston TX 77063-5006,77063-5006,Houston,TX,,-95.516899,29.7318,Westchase,271637
Your Storage Place,9333 Westheimer Rd Houston TX 77063,77063,Houston,TX,63847,-95.528091,29.7373,Westchase,271637
Private Mini Storage,7939 Westheimer Road Houston TX 77063-3067,77063-3067,Houston,TX,,-95.508424,29.73756,Westchase,271637
Private Mini Storage,2305 S Voss Road Houston TX 77057-3807,77057-3807,Houston,TX,,-95.500899,29.7427,Westchase,271637
Private Mini Storage - Main Office,10575 Westoffice Drive Houston TX 77042-5310,77042-5310,Houston,TX,,-95.553711,29.720324,Westchase,271637
Security Self Storage - Westheimer,9526 Westheimer Rd Houston TX 77063,77063,Houston,TX,64202,-95.534188,29.738377,Westchase,271637
Your Storage Place - Houston - Westheimer Rd.,9333 Westheimer Rd Houston TX 77063,77063,Houston,TX,64495,-95.528757,29.737203,Westchase,271637
Uncle Bob's Self Storage,9951 Harwin Dr Houston TX 77036,77036,Houston,TX,50673,-95.538083,29.717591,Westchase,271637
U-Stor Staples,6534 South Staples Street Corpus Christi TX 78413-5401,78413-5401,Corpus Christi,TX,68356,-97.384894,27.683842,Bay Area,272874
A-1 Holly Storage,5849 Holly Road Corpus Christi TX 78412-4552,78412-4552,Corpus Christi,TX,,-97.371867,27.696242,Bay Area,272874
Advantage Public Storage,6001 Holly Road Corpus Christi TX 78412-4664,78412-4664,Corpus Christi,TX,,-97.368277,27.694489,Bay Area,272874
Country Club U Store It,5634 Wooldridge Road Corpus Christi TX 78414-2406,78414-2406,Corpus Christi,TX,,-97.379153,27.691514,Bay Area,272874
A Gulf Storage Units,5901 South Padre Island Drive Corpus Christi TX 78412-3907,78412-3907,Corpus Christi,TX,,-97.364683,27.704644,Bay Area,272874
Padre-Weber Mini Storage,4125 Brett Street Corpus Christi TX 78411-4577,78411-4577,Corpus Christi,TX,,-97.3964,27.719604,Bay Area,272874
U-Stor McArdle,6001 McArdle Road Corpus Christi TX 78412-3566,78412-3566,Corpus Christi,TX,68355,-97.35939,27.706696,Bay Area,272874
Fox Mini & Rv Storage,5949 La Costa Drive Corpus Christi TX 78414-2407,78414-2407,Corpus Christi,TX,,-97.376265,27.692028,Bay Area,272874
A-A-A Storage Rodd Field,1951 Rodd Field Road Corpus Christi TX 78412-5032,78412-5032,Corpus Christi,TX,69541,-97.346583,27.685281,Bay Area,272874
U-Stor Ayers,4902 Ayers Street Corpus Christi TX 78415-1410,78415-1410,Corpus Christi,TX,68358,-97.425213,27.738779,Central City,276246
C & L Mini Storage Rentals,613 Nueces Bay Boulevard Corpus Christi TX 78408-3229,78408-3229,Corpus Christi,TX,,-97.428365,27.795857,Central City,276246
Port of Corpus Christi Authority - Cold Storage Facility,701 East Navigation Boulevard Corpus Christi TX 78402-1909,78402-1909,Corpus Christi,TX,,-97.396795,27.815799,Central City,276246
Crosstown Mini-Storage,4066 Crosstown Expressway Corpus Christi TX 78415-5328,78415-5328,Corpus Christi,TX,,-97.421099,27.753806,Central City,276246
Flato Mini Storage,126 Flato Road Corpus Christi TX 78405-4201,78405-4201,Corpus Christi,TX,,-97.461199,27.785079,Central City,276246
Morgan Avenue Storage,1725 Morgan Avenue Corpus Christi TX 78404-3549,78404-3549,Corpus Christi,TX,,-97.408252,27.778374,Central City,276246
Padre-Weber Mini Storage,4125 Brett Street Corpus Christi TX 78411-4577,78411-4577,Corpus Christi,TX,,-97.3964,27.719604,Central City,276246
Ray's Storage Lot,2513 Etring Avenue Corpus Christi TX 78415-4004,78415-4004,Corpus Christi,TX,,-97.432075,27.724736,Central City,276246
A Better Place Self Storage,4001 South Port Avenue Corpus Christi TX 78415-5307,78415-5307,Corpus Christi,TX,67565,-97.419999,27.75458,Central City,276246
